d1_1,d1_2,d1_3
698.952,94.564,3.109
693.688,94.555,3.038
698.912,94.573,3.008
694.388,94.585,2.912
697.104,94.598,2.887
700.549,94.562,2.918
699.201,94.555,2.942
690.243,94.523,3.034
690.632,94.492,3.109
684.171,94.492,3.119
682.154,94.503,3.165
675.043,94.479,3.2
677.15,94.459,3.209
678.688,94.488,3.157
680.096,94.506,3.191
674.064,94.478,3.206
681.295,94.487,3.237
681.325,94.508,3.221
675.832,94.51,3.221
684.53,94.51,3.232
684.251,94.527,3.138
688.286,94.56,3.122
692.6,94.565,3.116
689.804,94.533,3.133
697.394,94.522,3.197
692.081,94.482,3.24
687.587,94.468,3.357
679.218,94.442,3.362
680.316,94.441,3.429
675.852,94.411,3.449
676.022,94.443,3.394
678.089,94.471,3.354
690.373,94.493,3.308
690.353,94.523,3.202
689.214,94.538,3.18
683.941,94.509,3.24
690.083,94.476,3.275
689.973,94.499,3.275
691.501,94.499,3.241
691.771,94.518,3.226
685.729,94.498,3.257
678.449,94.485,3.243
685.12,94.486,3.234
686.758,94.501,3.163
694.258,94.547,3.104
693.409,94.566,3.078
705.543,94.575,3.104
698.942,94.569,3.118
695.626,94.522,3.215
691.991,94.471,3.318
696.115,94.437,3.328
694.348,94.466,3.369
699.341,94.476,3.377
695.296,94.484,3.36
692.011,94.47,3.379
684.161,94.463,3.408
683.592,94.455,3.377
687.487,94.489,3.315
684.251,94.518,3.215
681.035,94.5,3.224
685.319,94.469,3.318
683.702,94.47,3.302
684.67,94.49,3.31
674.823,94.464,3.304
672.516,94.446,3.385
679.188,94.407,3.415
679.307,94.469,3.278
687.786,94.525,3.244
680.576,94.508,3.212
678.259,94.49,3.217
686.438,94.5,3.25
679.108,94.48,3.249
677.1,94.452,3.299
681.225,94.445,3.34
681.954,94.453,3.302
690.133,94.507,3.269
685.459,94.503,3.231
692.83,94.501,3.261
686.987,94.475,3.275
687.676,94.466,3.351
688.655,94.465,3.363
690.612,94.485,3.318
690.932,94.525,3.296
684.221,94.501,3.331
691.921,94.487,3.398
687.357,94.501,3.31
683.861,94.522,3.272
681.884,94.505,3.267
675.642,94.505,3.171
681.474,94.537,3.185
675.213,94.53,3.087
675.343,94.55,3.134
674.384,94.505,3.25
677.709,94.443,3.405
671.777,94.414,3.444
682.683,94.433,3.446
677.3,94.441,3.415
674.214,94.44,3.458
673.805,94.396,3.589
670.319,94.338,3.667
671.937,94.355,3.629
678.538,94.416,3.55
680.346,94.465,3.403
679.667,94.51,3.334
669.051,94.489,3.33
671.348,94.468,3.34
667.103,94.459,3.345
660.722,94.449,3.333
659.713,94.455,3.374
651.694,94.443,3.322
648.518,94.445,3.35
639.639,94.41,3.385
647.809,94.429,3.429
642.885,94.42,3.398
642.266,94.434,3.427
639.39,94.423,3.487
643.594,94.42,3.493
643.215,94.431,3.511
653.561,94.459,3.511
675.942,94.516,3.272
678.429,94.523,3.272
688.815,94.583,2.951
681.385,94.486,3.163
677.15,94.461,3.163
676.132,94.458,3.163
676.611,94.459,3.244
677.33,94.46,3.25
678.169,94.462,3.25
678.528,94.463,3.25
685.599,94.43,3.546
696.205,94.38,3.546
678.409,94.418,3.33
676.431,94.413,3.33
689.154,94.482,3.095
694.607,94.511,3.095
693.629,94.495,3.157
700.769,94.491,3.202
701.978,94.51,3.131
712.134,94.534,3.127
705.293,94.514,3.113
712.763,94.49,3.241
721.432,94.461,3.25
726.945,94.494,3.17
724.118,94.509,3.144
723.919,94.49,3.194
733.716,94.486,3.235
736.402,94.501,3.124
745.231,94.554,3.023
739.638,94.549,2.941
743.962,94.547,2.994
741.256,94.528,3.028
743.563,94.514,3.078
750.064,94.496,3.096
742.345,94.48,3.096
746.809,94.473,3.176
737.261,94.455,3.151
733.027,94.444,3.203
732.687,94.436,3.206
733.916,94.456,3.151
732.877,94.45,3.229
724.069,94.409,3.279
721.282,94.411,3.255
727.015,94.422,3.255
726.226,94.434,3.217
725.756,94.443,3.177
724.858,94.464,3.141
731.848,94.472,3.128
728.702,94.459,3.147
721.172,94.438,3.185
732.208,94.441,3.257
726.246,94.423,3.235
726.016,94.414,3.336
725.876,94.384,3.372
727.075,94.387,3.45
724.558,94.369,3.469
728.952,94.386,3.476
729.092,94.393,3.461
729.302,94.397,3.412
721.242,94.403,3.307
719.395,94.425,3.275
724.488,94.433,3.229
727.284,94.48,3.037
725.287,94.526,2.959
735.314,94.544,2.907
736.053,94.557,2.841
732.617,94.557,2.816
727.794,94.522,2.892
735.903,94.483,2.997
744.322,94.485,2.941
746.889,94.522,2.896
746.11,94.537,2.832
747.797,94.531,2.95
745.54,94.474,3.028
745.301,94.448,3.176
739.478,94.376,3.31
743.753,94.38,3.34
738.809,94.379,3.334
749.435,94.415,3.322
754.728,94.438,3.234
764.955,94.492,3.154
757.265,94.494,3.06
750.744,94.486,3.054
763.367,94.49,3.076
776.52,94.508,2.971
785.548,94.556,2.771
776.679,94.562,2.779
780.434,94.533,2.811
775.831,94.511,2.828
785.578,94.513,2.869
776.799,94.511,2.805
765.394,94.487,2.886
760.621,94.423,3.006
750.594,94.374,3.115
754.858,94.368,3.211
747.987,94.364,3.15
749.645,94.41,3.113
748.127,94.405,3.066
739.848,94.423,3.06
732.677,94.383,3.144
740.167,94.373,3.211
740.507,94.374,3.228
739.988,94.364,3.194
739.289,94.378,3.112
734.954,94.406,3.081
735.753,94.41,3.096
728.413,94.384,3.131
737.121,94.364,3.261
732.597,94.336,3.252
726.276,94.344,3.244
732.767,94.351,3.392
730.42,94.315,3.427
725.437,94.332,3.383
718.047,94.334,3.382
717.947,94.351,3.377
721.082,94.359,3.296
727.534,94.41,3.209
722.441,94.425,3.138
720.883,94.427,3.133
718.516,94.416,3.128
714.481,94.417,3.081
716.908,94.42,3.104
729.102,94.441,3.041
729.671,94.479,2.935
727.864,94.496,2.935
725.846,94.462,2.997
721.382,94.442,3.032
722.281,94.421,3.08
722.531,94.424,3.081
719.854,94.427,3.07
724.498,94.454,3.046
721.023,94.448,3.017
718.995,94.448,3.026
718.726,94.417,3.124
719.974,94.416,3.141
718.865,94.405,3.147
725.337,94.43,3.089
720.303,94.45,3.025
721.042,94.473,2.962
716.538,94.501,2.867
717.457,94.526,2.799
713.243,94.533,2.742
713.712,94.56,2.643
713.293,94.57,2.584
711.465,94.562,2.552
705.813,94.547,2.607
709.947,94.507,2.785
712.494,94.455,2.87
712.084,94.46,2.948
711.715,94.439,3.025
708.419,94.457,3.014
708.519,94.438,3.138
711.285,94.402,3.229
711.984,94.38,3.273
711.056,94.373,3.307
714.861,94.372,3.379
705.663,94.316,3.463
712.893,94.306,3.569
706.492,94.271,3.56
711.535,94.295,3.606
706.072,94.273,3.578
705.483,94.321,3.514
706.262,94.364,3.437
707.56,94.416,3.313
717.138,94.46,3.206
718.386,94.491,3.009
711.615,94.523,2.916
709.877,94.504,2.924
708.189,94.482,2.936
709.837,94.475,2.912
700.1,94.494,2.838
698.282,94.49,2.983
697.653,94.437,3.023
706.801,94.455,3.054
708.169,94.457,3.063
707.171,94.455,3.041
702.077,94.436,3.072
701.838,94.424,3.109
697.523,94.415,3.171
701.199,94.393,3.261
701.258,94.398,3.223
702.337,94.422,3.171
700.679,94.442,3.189
695.826,94.424,3.176
698.133,94.406,3.301
699.391,94.386,3.345
698.882,94.394,3.336
699.061,94.407,3.282
698.592,94.432,3.229
696.005,94.437,3.217
691.631,94.415,3.272
697.304,94.385,3.286
698.342,94.429,3.188
698.262,94.462,3.174
690.283,94.435,3.128
685.499,94.41,3.151
686.048,94.387,3.234
698.103,94.407,3.183
690.832,94.436,3.081
687.796,94.445,3.105
688.415,94.433,3.163
688.375,94.419,3.221
688.935,94.411,3.279
697.244,94.417,3.241
701.219,94.437,3.218
703.526,94.427,3.177
708.918,94.438,3.185
703.635,94.43,3.174
701.119,94.412,3.234
692.72,94.381,3.255
695.236,94.364,3.35
697.004,94.363,3.34
701.718,94.39,3.324
699.691,94.4,3.279
705.163,94.415,3.304
706.092,94.414,3.295
705.493,94.411,3.289
710.287,94.394,3.359
721.861,94.413,3.308
726.835,94.441,3.223
727.864,94.459,3.167
724.388,94.46,3.104
726.296,94.499,3.047
722.181,94.494,2.954
722.251,94.494,2.936
715.08,94.485,2.928
714.221,94.479,2.948
709.448,94.449,2.986
702.637,94.421,3.061
703.346,94.396,3.122
714.891,94.422,3.107
708.239,94.428,3.06
710.317,94.456,3.133
719.265,94.444,3.189
719.465,94.441,3.131
725.996,94.463,3.043
722.441,94.469,3.031
724.917,94.466,3.078
731.519,94.459,3.099
721.232,94.422,3.148
719.724,94.387,3.272
720.084,94.375,3.308
721.911,94.396,3.31
718.815,94.378,3.363
714.731,94.356,3.459
715.59,94.33,3.516
716.728,94.354,3.476
717.577,94.402,3.339
723.919,94.452,3.224
726.965,94.499,2.988
718.316,94.554,2.872
717.108,94.522,3.014
717.287,94.439,3.186
712.484,94.386,3.221
695.087,94.37,3.272
680.096,94.326,3.35
669.57,94.32,3.423
666.634,94.35,3.401
669.48,94.378,3.376
664.087,94.415,3.379
660.502,94.408,3.482
661.581,94.388,3.614
663.139,94.378,3.583
661.78,94.388,3.568
661.9,94.404,3.475
663.029,94.409,3.482
661.331,94.416,3.481
663.788,94.444,3.479
663.638,94.441,3.488
665.476,94.414,3.524
666.205,94.415,3.437
666.424,94.463,3.281
666.095,94.49,3.2
664.776,94.484,3.24
664.217,94.483,3.298
665.705,94.47,3.366
665.955,94.474,3.369
665.675,94.498,3.286
666.185,94.536,3.246
664.677,94.514,3.389
664.567,94.433,3.481
669.041,94.43,3.582
675.083,94.361,3.881
668.422,94.266,3.884
662.15,94.327,3.804
672.456,94.354,3.757
678.369,94.383,3.6
681.235,94.417,3.482
692.041,94.448,3.427
703.615,94.491,3.231
715.25,94.529,2.924
724.678,94.563,2.631
737.471,94.611,2.428
753.66,94.625,2.257
766.223,94.618,2.161
775.461,94.601,2.24
785.817,94.575,2.291
795.794,94.562,2.256
803.005,94.577,2.254
811.264,94.55,2.327
804.443,94.509,2.397
802.426,94.449,2.539
795.585,94.396,2.591
795.305,94.363,2.707
797.212,94.338,2.747
791.919,94.299,2.857
803.015,94.306,2.784
801.227,94.357,2.649
802.436,94.374,2.635
801.776,94.366,2.617
801.697,94.357,2.654
803.234,94.353,2.666
802.276,94.357,2.687
801.407,94.328,2.768
801.437,94.303,2.79
803.175,94.294,2.867
803.195,94.268,2.895
811.404,94.27,2.936
819.174,94.275,2.907
819.713,94.313,2.845
817.156,94.311,2.826
817.725,94.303,2.785
817.686,94.326,2.762
827.013,94.34,2.782
822.739,94.321,2.741
836.281,94.334,2.741
832.266,94.371,2.539
834.014,94.416,2.516
830.988,94.395,2.509
833.545,94.399,2.509
839.057,94.405,2.481
843.611,94.411,2.513
838.298,94.385,2.481
832.626,94.381,2.492
827.163,94.36,2.559
828.731,94.339,2.617
824.726,94.331,2.552
824.217,94.335,2.602
814.669,94.312,2.603
811.923,94.307,2.677
813.99,94.301,2.668
823.268,94.328,2.527
814.699,94.375,2.547
812.273,94.345,2.675
805.751,94.286,2.748
817.975,94.272,2.8
811.614,94.269,2.745
807.769,94.295,2.787
815.588,94.284,2.796
815.349,94.299,2.69
811.604,94.344,2.66
805.102,94.333,2.668
793.218,94.284,2.82
783.311,94.208,2.974
783.52,94.181,3.041
784.799,94.181,3.025
786.646,94.224,2.898
783.67,94.279,2.791
773.983,94.289,2.826
782.112,94.258,2.956
781.493,94.223,2.985
780.614,94.22,3.064
780.245,94.201,3.124
774.313,94.2,3.113
776.959,94.211,3.177
776.889,94.211,3.041
776.729,94.282,2.965
766.792,94.301,2.846
761.04,94.312,2.86
751.542,94.296,2.851
750.294,94.291,2.855
741.616,94.271,2.95
739.868,94.243,2.994
743.453,94.265,2.944
745.221,94.3,2.884
742.464,94.313,2.881
732.897,94.28,2.961
728.443,94.235,3.122
744.252,94.192,3.156
754.548,94.249,3.015
749.984,94.304,2.878
748.417,94.32,2.933
739.009,94.272,2.954
735.304,94.272,2.983
724.957,94.263,2.942
723.1,94.276,2.951
722.99,94.277,2.956
726.316,94.28,2.964
723.22,94.266,2.994
724.947,94.258,3.052
725.127,94.253,3.096
725.347,94.261,3.138
726.246,94.259,3.154
733.536,94.25,3.173
728.473,94.26,3.124
728.952,94.264,3.223
728.583,94.231,3.255
732.727,94.242,3.221
727.554,94.253,3.147
729.761,94.256,3.176
729.841,94.234,3.206
737.161,94.25,3.221
738.41,94.263,3.157
744.871,94.289,3.118
737.661,94.29,3.086
736.043,94.301,3.11
736.502,94.269,3.15
739.269,94.265,3.145
751.013,94.289,3.066
748.986,94.324,3.012
758.363,94.334,3.04
755.697,94.325,3.025
756.676,94.331,3.011
756.985,94.302,3.022
766.892,94.31,3.005
764.435,94.326,3.012
762.408,94.31,3.006
760.66,94.328,2.967
752.301,94.329,2.999
764.126,94.328,2.948
764.605,94.363,2.761
763.866,94.403,2.758
760.451,94.379,2.837
764.206,94.364,2.857
762.908,94.376,2.817
766.243,94.373,2.988
773.434,94.325,3.006
768.47,94.328,2.956
763.706,94.324,3.023
760.171,94.281,3.16
755.537,94.245,3.244
757.614,94.23,3.272
760.68,94.25,3.235
767.911,94.29,3.057
761.549,94.342,2.973
769.149,94.355,2.921
771.806,94.395,2.796
766.373,94.422,2.762
760.86,94.395,2.808
745.95,94.345,2.915
749.455,94.323,3.003
743.134,94.311,3.018
744.352,94.298,3.148
748.157,94.285,3.095
742.225,94.341,3.029
752.441,94.354,3.067
746.859,94.357,2.906
754.808,94.406,2.909
756.386,94.397,2.878
750.504,94.389,3.041
755.747,94.396,3.173
758.084,94.398,2.986
763.666,94.446,2.877
770.527,94.466,2.709
777.029,94.501,2.599
778.966,94.506,2.622
778.227,94.479,2.632
777.538,94.464,2.709
777.339,94.443,2.701
777.698,94.456,2.669
777.718,94.446,2.727
783.71,94.434,2.794
789.343,94.43,2.767
789.433,94.452,2.701
796.024,94.462,2.735
792.848,94.446,2.771
802.515,94.425,2.852
806.85,94.409,2.767
817.845,94.432,2.773
818.584,94.448,2.652
825.715,94.471,2.733
825.096,94.433,2.767
827.523,94.426,2.887
824.087,94.407,2.863
818.854,94.424,2.928
810.255,94.385,2.997
814.21,94.392,3.047
812.862,94.384,2.997
814.48,94.4,2.964
804.573,94.406,2.893
801.906,94.423,2.898
805.851,94.417,2.935
811.803,94.415,2.974
821.111,94.417,2.939
815.239,94.435,2.918
821.95,94.44,2.951
814.51,94.417,3.041
813.741,94.361,3.182
812.223,94.323,3.235
804.223,94.339,3.186
806.241,94.357,3.176
816.857,94.372,3.095
814.05,94.421,2.852
818.095,94.474,2.852
816.737,94.461,2.724
824.776,94.51,2.655
827.952,94.524,2.623
828.331,94.514,2.576
833.944,94.52,2.544
844.56,94.537,2.526
849.943,94.563,2.394
855.536,94.588,2.338
851.571,94.584,2.347
854.697,94.571,2.344
853.818,94.571,2.338
856.025,94.564,2.401
857.234,94.542,2.346
850.063,94.557,2.317
846.638,94.541,2.436
836.231,94.492,2.471
836.551,94.49,2.52
836.521,94.476,2.53
845.109,94.475,2.549
845.389,94.476,2.474
842.823,94.509,2.43
838.258,94.499,2.55
828.771,94.447,2.675
826.963,94.406,2.704
821.61,94.42,2.649
816.777,94.439,2.611
818.295,94.456,2.567
821.381,94.481,2.501
817.276,94.49,2.57
816.277,94.447,2.669
821.131,94.435,2.675
825.765,94.459,2.619
838.997,94.49,2.542
839.167,94.512,2.483
837.09,94.53,2.402
840.066,94.53,2.439
840.525,94.508,2.544
836.161,94.494,2.484
836.8,94.502,2.526
835.972,94.48,2.536
830.239,94.482,2.504
830.728,94.486,2.509
828.871,94.491,2.513
832.356,94.494,2.489
831.677,94.492,2.532
826.794,94.467,2.573
823.039,94.46,2.686
832.206,94.447,2.736
825.825,94.449,2.652
822.739,94.465,2.698
827.842,94.474,2.698
823.418,94.479,2.648
832.955,94.508,2.69
835.182,94.509,2.59
828.232,94.535,2.468
834.663,94.544,2.533
832.796,94.527,2.469
829.34,94.537,2.492
819.523,94.501,2.599
825.006,94.474,2.608
821.451,94.494,2.619
831.757,94.507,2.635
829.64,94.51,2.578
834.503,94.523,2.59
843.911,94.533,2.539
846.937,94.552,2.492
846.827,94.548,2.509
859.211,94.57,2.454
854.048,94.582,2.324
855.566,94.577,2.497
845.799,94.502,2.582
843.462,94.489,2.649
845.908,94.486,2.7
844.211,94.489,2.695
844.87,94.504,2.722
844.82,94.488,2.751
857.763,94.498,2.744
857.034,94.528,2.581
864.804,94.571,2.591
867.26,94.563,2.501
869.817,94.593,2.484
884.957,94.588,2.509
881.142,94.599,2.44
881.582,94.608,2.465
881.082,94.577,2.53
874.371,94.545,2.599
876.708,94.542,2.521
871.435,94.566,2.451
869.997,94.564,2.515
861.158,94.526,2.552
857.024,94.516,2.61
858.981,94.505,2.681
859.96,94.499,2.733
860.419,94.495,2.843
853.149,94.471,2.915
859.82,94.478,2.954
851.831,94.475,2.899
858.322,94.5,2.863
852.28,94.515,2.82
847.496,94.505,2.803
859.161,94.526,2.785
860.809,94.55,2.776
855.546,94.54,2.814
857.823,94.534,2.828
861.458,94.546,2.75
860.839,94.576,2.713
863.106,94.568,2.762
866.841,94.569,2.793
866.861,94.569,2.773
867.37,94.574,2.751
862.626,94.574,2.812
870.296,94.567,2.809
865.133,94.571,2.77
872.853,94.59,2.849
869.478,94.575,2.838
866.631,94.597,2.759
872.094,94.616,2.779
877.797,94.603,2.739
880.683,94.627,2.62
873.093,94.651,2.626
861.039,94.612,2.675
868.798,94.605,2.712
859.131,94.607,2.646
846.987,94.607,2.796
827.792,94.519,2.944
830.319,94.501,3.09
831.308,94.503,3.07
836.97,94.563,2.852
840.226,94.584,2.629
844.221,94.613,2.443
852.799,94.618,2.178
851.681,94.637,2.014
850.323,94.637,1.975
858.632,94.617,1.943
854.557,94.624,1.909
850.692,94.604,1.958
843.791,94.574,2.054
834.943,94.544,2.112
844.9,94.552,2.175
839.776,94.563,2.082
847.716,94.568,2.161
841.624,94.542,2.088
837.36,94.541,2.108
830.189,94.517,2.207
823.148,94.483,2.254
814.859,94.446,2.414
801.627,94.39,2.523
807.479,94.398,2.541
801.037,94.417,2.48
809.816,94.455,2.474
796.114,94.442,2.423
789.043,94.439,2.535
777.878,94.385,2.594
762.338,94.345,2.756
768.31,94.304,2.851
756.836,94.307,2.812
748.966,94.311,2.956
750.803,94.263,2.994
746.499,94.292,2.892
739.938,94.352,2.942
748.696,94.354,3.032
745.57,94.356,3.012
744.931,94.382,3.005
742.385,94.396,2.979
750.714,94.418,2.965
745.41,94.432,2.915
739.289,94.431,2.983
735.224,94.396,3.061
733.806,94.389,3.061
731.359,94.409,3.006
742.824,94.447,3.002
745.021,94.468,2.965
742.045,94.48,2.874
740.048,94.509,2.822
736.013,94.492,2.843
735.494,94.475,2.903
733.147,94.456,2.964
725.197,94.427,3.025
726.845,94.417,3.069
730.71,94.421,3.063
730.83,94.437,2.944
740.777,94.492,2.903
738.769,94.489,2.884
734.335,94.478,2.907
745.091,94.507,2.875
757.565,94.533,2.814
767.422,94.559,2.822
774.782,94.559,2.791
776.779,94.558,2.802
771.626,94.528,2.86
781.913,94.528,2.883
794.306,94.559,2.756
804.323,94.626,2.576
809.736,94.657,2.486
810.735,94.656,2.448
823.638,94.656,2.397
821.351,94.672,2.333
820.262,94.661,2.367
815.299,94.621,2.468
811.853,94.589,2.495
803.674,94.563,2.567
812.962,94.557,2.631
808.727,94.552,2.584
813.91,94.585,2.553
804.163,94.559,2.613
802.955,94.517,2.71
808.118,94.511,2.736
813.281,94.533,2.713
810.225,94.535,2.732
804.004,94.51,2.782
799.29,94.484,2.861
808.607,94.468,2.957
809.556,94.477,2.861
816.287,94.506,2.878
822.889,94.544,2.727
821.311,94.523,2.701
831.397,94.546,2.683
824.367,94.54,2.677
820.512,94.522,2.756
813.261,94.485,2.779
809.906,94.493,2.758
799.729,94.459,2.858
797.332,94.448,2.903
801.287,94.445,2.927
811.843,94.472,2.813
801.946,94.517,2.832
796.863,94.488,2.957
793.717,94.43,3.035
804.063,94.431,3.034
817.895,94.488,2.893
815.608,94.538,2.79
814.779,94.564,2.765
807.888,94.542,2.809
816.397,94.506,2.892
817.156,94.517,2.784
813.052,94.544,2.777
815.438,94.551,2.785
813.671,94.548,2.741
822.08,94.574,2.649
820.422,94.587,2.69
821.271,94.572,2.701
822.909,94.582,2.706
817.895,94.572,2.7
823.698,94.573,2.675
821.92,94.588,2.678
833.145,94.591,2.678
834.843,94.593,2.626
827.333,94.61,2.574
823.768,94.594,2.668
827.812,94.569,2.729
828.032,94.569,2.675
829.071,94.597,2.596
837.27,94.609,2.59
834.493,94.596,2.538
838.758,94.613,2.562
839.786,94.599,2.532
838.099,94.597,2.584
829.49,94.57,2.591
823.748,94.549,2.748
815.269,94.489,2.896
827.243,94.484,2.843
822.549,94.52,2.712
829.021,94.574,2.631
813.741,94.569,2.561
820.582,94.579,2.61
817.306,94.565,2.529
813.761,94.59,2.535
819.453,94.573,2.536
816.068,94.582,2.494
823.658,94.594,2.503
824.477,94.593,2.463
830.259,94.616,2.417
839.727,94.629,2.343
854.068,94.694,2.216
852.66,94.708,2.225
850.822,94.673,2.327
850.642,94.631,2.46
855.596,94.595,2.568
856.674,94.581,2.529
853.039,94.614,2.44
846.108,94.63,2.376
842.603,94.638,2.426
844.93,94.596,2.448
847.966,94.579,2.48
854.767,94.563,2.503
848.964,94.575,2.402
854.657,94.588,2.425
848.455,94.574,2.393
849.014,94.585,2.39
848.655,94.582,2.397
852.4,94.589,2.411
851.371,94.591,2.364
843.891,94.594,2.379
855.506,94.569,2.501
851.99,94.553,2.433
856.664,94.588,2.364
857.753,94.598,2.387
848.915,94.574,2.433
